Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,1,Flowers,Miley Cyrus,4,1217264,-8.8%,https://www.youtube.com/watch?v=G7KNmW9a75Y,0,0,OTHER
2,3,Чути гімн,Skofka,28,818391,3.9%,https://www.youtube.com/watch?v=ia50r3fa67s,UA,0,0
3,8,Чекає вдома,YAKTAK,7,807848,25.7%,https://www.youtube.com/watch?v=ed0aLnuNw_U,UA,0,0
4,4,Там у тополі,Артем Пивоваров & NK,13,773399,2.9%,https://www.youtube.com/watch?v=m0u7iM6Xwxw,UA,0,0
5,6,ЗА ДЕНЬГИ ДА,Instasamka,11,762104,8.3%,https://www.youtube.com/watch?v=iZEca2A3tS4,0,RU,0
6,5,Провела екскурсію,Parfeniuk,9,728824,2.4%,https://www.youtube.com/watch?v=Ryfm-7ZrL-Y,UA,0,0
7,2,вотсап,Дорофеєва Надія,2,717616,-29.5%,https://www.youtube.com/watch?v=N9zc1Npy9iE,UA,0,0
8,,Фортеця Бахмут,Антитіла,1,701188,,https://www.youtube.com/watch?v=OmqLVrUXsTQ,UA,0,0
9,7,Щоб не було,Дорофеєва Надія,9,685841,1.3%,https://www.youtube.com/watch?v=024jiVWdPqA,UA,0,0
10,11,"Ти щаслива будеш (Гай, зелений гай)",Dima Prokopov,10,671579,14.3%,https://www.youtube.com/watch?v=w9l7hWlRJ5w,UA,0,0
11,9,Батьківщина,Skofka & KALUSH,8,635147,0.4%,https://www.youtube.com/watch?v=CSoCoSHyU5Y,UA,0,0
12,13,Додому,Wellboy,8,597762,13.3%,https://www.youtube.com/watch?v=-BaUkgUgyEE,UA,0,0
13,10,Монро,Slavik Pogosov,8,580663,-2.3%,https://www.youtube.com/watch?v=62MxX43jHXs,0,RU,0
14,12,думи,Артем Пивоваров & Дорофеєва Надія,36,549336,-1.2%,https://www.youtube.com/watch?v=dZzfjLPC-Rk,UA,0,0
15,15,Вечорниці (Добрий день Everybody),100лиця & SKYLERR,30,514175,13.7%,https://www.youtube.com/watch?v=qqrLTNqAfWs,UA,0,0
16,18,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,40,497268,16.2%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
17,16,Маніфест,Артем Пивоваров,6,465496,7.2%,https://www.youtube.com/watch?v=g9EUQ4vdebQ,UA,0,0
18,20,Враже,ANGY KREYDA,33,456641,11.2%,https://www.youtube.com/watch?v=cdEEffF7_rU,UA,0,0
19,21,Незламна,ЛЮСЯ КАВА,34,440290,17.5%,https://www.youtube.com/watch?v=-ZuCAA_93wc,UA,0,0
20,19,Ластівки,Qatoshi & Chico,34,439127,5.5%,https://www.youtube.com/watch?v=vCNmvFIFQ-I,UA,0,0
21,17,Ой на горі,Артем Пивоваров,31,428393,-1%,https://www.youtube.com/watch?v=vRQUhObXDGU,UA,0,0
22,22,По барам,ANNA ASTI,35,418736,12.5%,https://www.youtube.com/watch?v=Cf2ASJCa_Iw,0,RU,0
23,30,Гуляли,KOZAK SIROMAHA,7,393623,22.5%,https://www.youtube.com/watch?v=nFet6yCeOPk,UA,0,0
24,24,Не забудем і не пробачим,Skofka,40,380140,5.8%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
25,25,Цей сон (Live),Степан Гіга,36,374476,5.4%,https://www.youtube.com/watch?v=2eqMmPBvXQo,UA,0,0
26,33,Чорне і біле,ZOZULYA,44,357760,20.2%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
27,29,Бахмут,Спів Братів,4,354095,9.1%,https://www.youtube.com/watch?v=7AYy77bxaB0,UA,0,0
28,31,Ванька-Встанька,Маша Кондратенко,30,344480,11.1%,https://www.youtube.com/watch?v=lV9q901vS6o,UA,0,0
29,27,Bloody Mary,Lady Gaga,9,327016,-2.9%,https://www.youtube.com/watch?v=VFwmKL5OL-Q,0,0,OTHER
30,34,КАК MOMMY,Instasamka,7,318253,10.1%,https://www.youtube.com/watch?v=l3vQ0pczKnE,0,RU,0
31,41,Який ти козак,Трінчер Анна Леонідівна & POSITIFF,17,306819,24.2%,https://www.youtube.com/watch?v=abqLDv5LlHE,UA,0,0
32,37,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",43,305939,8.3%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
33,38,Біля серця,KOLA,21,304000,9.1%,https://www.youtube.com/watch?v=A3iPwFeleY8,UA,0,0
34,32,Силуети,SadSvit & СТРУКТУРА ЩАСТЯ,15,303979,0.3%,https://www.youtube.com/watch?v=NjDMzkRbSZI,UA,0,0
35,35,Гарно так,Cheev,33,299291,4.8%,https://www.youtube.com/watch?v=1gxLVS3erwM,UA,0,0
36,,Повільно,Adam,1,296231,,https://www.youtube.com/watch?v=op2JkITZKd4,UA,0,0
37,39,Ты так красива,Quest Pistols,9,291991,6%,https://www.youtube.com/watch?v=mYcl6p3oiCc,UA,0,0
38,26,Біля тополі,SHUMEI,44,287150,-15.4%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
39,28,Сіґеле-міґеле,NAZVA,5,266265,-19.1%,https://www.youtube.com/watch?v=T_Pep6MW1wc,UA,0,0
40,43,Марiчка,PATSYKI Z FRANEKA,47,265507,9.2%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
41,59,Відьма,Vsivdoma,2,263809,51.2%,https://www.youtube.com/watch?v=PyVSfWyEdNs,UA,0,0
42,46,Unholy (Live),Sam Smith & Ким Петрас,20,258832,8.8%,https://www.youtube.com/watch?v=Uq9gPaIzbe8,0,0,OTHER
43,36,Зай,Трінчер Анна Леонідівна,13,250237,-12.2%,https://www.youtube.com/watch?v=ZzvbP0dYSAI,UA,0,0
44,40,Добрий день Everybody (feat. VASIA CHARISMA),Мюслі UA,25,245659,-1.2%,https://www.youtube.com/watch?v=mfkiyoY8WRk,UA,0,0
45,,У райському саду (Яворина) (Live),Степан Гіга,25,242932,,https://www.youtube.com/watch?v=yUdwrxAEYQI,UA,0,0
46,42,МОЯ КРАЇНА (feat. TOF),YARMAK,25,234217,-4%,https://www.youtube.com/watch?v=wtuVa-mOknA,UA,0,0
47,44,Моя хулиганка,Xolidayboy,15,230116,-3.7%,https://www.youtube.com/watch?v=u-gaETffwYM,0,RU,0
48,47,Думав вона янгол,Колін,10,227643,-3.9%,https://www.youtube.com/watch?v=F9mMnWcYXQ0,UA,0,0
49,50,Народна,ЛЮСЯ КАВА,9,223029,5.2%,https://www.youtube.com/watch?v=UYXcryt21m8,UA,0,0
50,48,METAMORPHOSIS,INTERWORLD,18,221078,0.7%,https://www.youtube.com/watch?v=lJvRohYSrZM,0,0,OTHER
51,49,Полярная звезда,MOSOVICH & Batrai,12,218577,2.7%,https://www.youtube.com/watch?v=mZGb_R_dmeA,0,RU,0
52,,Люди як кораблі,Антитіла,24,216850,,https://www.youtube.com/watch?v=9CM0sVfVDx4,UA,0,0
53,63,All Eyez on Me (Gangsta Remix),Dj Belite & 2Pac,4,215144,33%,https://www.youtube.com/watch?v=vYMTs-AP9_Q,0,0,OTHER
54,,По-Українськи,LOBODA,1,213964,,https://www.youtube.com/watch?v=39E0ZKfJvZ4,0,RU,0
55,,Засвіт встали козаченьки,KOZAK SIROMAHA,1,211014,,https://www.youtube.com/watch?v=MTQ32tMs53c,UA,0,0
56,,Люди,Бумбокс,28,210772,,https://www.youtube.com/watch?v=AVu5wl8U_a4,UA,0,0
57,52,Mockingbird,Eminem,17,209952,4.1%,https://www.youtube.com/watch?v=S9bCLPwzSC0,0,0,OTHER
58,,Татанці,Марина Тимофійчук,24,209415,,https://www.youtube.com/watch?v=AF0Mitd05_A,UA,0,0
59,56,Лелека (feat. YAKTAK),MamaRika,7,204388,7.2%,https://www.youtube.com/watch?v=zGJePzQHKLg,UA,0,0
