Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,UA,RU,OTHER
1,1,Flowers,Miley Cyrus,3,1335226,-21.3%,https://www.youtube.com/watch?v=G7KNmW9a75Y,0,0,OTHER
2,,вотсап,Дорофеєва Надія,1,1017197,,https://www.youtube.com/watch?v=N9zc1Npy9iE,UA,0,0
3,2,Чути гімн,Skofka,27,787376,-4.8%,https://www.youtube.com/watch?v=ia50r3fa67s,UA,0,0
4,4,Там у тополі,Артем Пивоваров & NK,12,751823,-0.4%,https://www.youtube.com/watch?v=m0u7iM6Xwxw,UA,0,0
5,5,Провела екскурсію,Parfeniuk,8,711667,-5.6%,https://www.youtube.com/watch?v=Ryfm-7ZrL-Y,UA,0,0
6,3,ЗА ДЕНЬГИ ДА,Instasamka,10,703563,-9.2%,https://www.youtube.com/watch?v=iZEca2A3tS4,0,RU,0
7,6,Щоб не було,Дорофеєва Надія,8,677371,2%,https://www.youtube.com/watch?v=024jiVWdPqA,UA,0,0
8,9,Чекає вдома,YAKTAK,6,642833,6.2%,https://www.youtube.com/watch?v=ed0aLnuNw_U,UA,0,0
9,7,Батьківщина,Skofka & KALUSH,7,632414,-4.7%,https://www.youtube.com/watch?v=CSoCoSHyU5Y,UA,0,0
10,8,Монро,Slavik Pogosov,7,594456,-7.2%,https://www.youtube.com/watch?v=62MxX43jHXs,0,RU,0
11,19,"Ти щаслива будеш (Гай, зелений гай)",Dima Prokopov,9,587703,43.5%,https://www.youtube.com/watch?v=w9l7hWlRJ5w,UA,0,0
12,10,думи,Артем Пивоваров & Дорофеєва Надія,35,555930,-4.3%,https://www.youtube.com/watch?v=dZzfjLPC-Rk,UA,0,0
13,11,Додому,Wellboy,7,527661,-2%,https://www.youtube.com/watch?v=-BaUkgUgyEE,UA,0,0
14,12,Stefania,KALUSH & Kalush Orchestra,52,501216,-5.7%,https://www.youtube.com/watch?v=Z8Z51no1TD0,UA,0,0
15,14,Вечорниці (Добрий день Everybody),100лиця & SKYLERR,29,452024,-7.1%,https://www.youtube.com/watch?v=qqrLTNqAfWs,UA,0,0
16,26,Маніфест,Артем Пивоваров,5,434280,22.1%,https://www.youtube.com/watch?v=g9EUQ4vdebQ,UA,0,0
17,15,Ой на горі,Артем Пивоваров,30,432906,-5.3%,https://www.youtube.com/watch?v=vRQUhObXDGU,UA,0,0
18,13,ДИКЕ ПОЛЕ (feat. Алиса),YARMAK,39,428022,-12.3%,https://www.youtube.com/watch?v=mOOClonYKmc,UA,0,0
19,17,Ластівки,Qatoshi & Chico,33,416146,-1.6%,https://www.youtube.com/watch?v=vCNmvFIFQ-I,UA,0,0
20,16,Враже,ANGY KREYDA,32,410490,-9.6%,https://www.youtube.com/watch?v=cdEEffF7_rU,UA,0,0
21,22,Незламна,ЛЮСЯ КАВА,33,374731,-0.8%,https://www.youtube.com/watch?v=-ZuCAA_93wc,UA,0,0
22,21,По барам,ANNA ASTI,34,372109,-2.2%,https://www.youtube.com/watch?v=Cf2ASJCa_Iw,0,RU,0
23,30,Погляд (feat. SOBOL),YAKTAK,15,366496,16.6%,https://www.youtube.com/watch?v=WHQygkIG8xs,UA,0,0
24,20,Не забудем і не пробачим,Skofka,39,359306,-7.3%,https://www.youtube.com/watch?v=b9EJWtj5ZjI,UA,0,0
25,23,Цей сон (Live),Степан Гіга,35,355368,-1.6%,https://www.youtube.com/watch?v=2eqMmPBvXQo,UA,0,0
26,24,Біля тополі,SHUMEI,43,339225,-5.8%,https://www.youtube.com/watch?v=OdgBmb8LXKM,UA,0,0
27,27,Bloody Mary,Lady Gaga,8,336625,-5.1%,https://www.youtube.com/watch?v=VFwmKL5OL-Q,0,0,OTHER
28,18,Сіґеле-міґеле,NAZVA,4,329078,-22.1%,https://www.youtube.com/watch?v=T_Pep6MW1wc,UA,0,0
29,25,Бахмут,Спів Братів,3,324451,-9.5%,https://www.youtube.com/watch?v=7AYy77bxaB0,UA,0,0
30,28,Гуляли,KOZAK SIROMAHA,6,321305,-2.7%,https://www.youtube.com/watch?v=nFet6yCeOPk,UA,0,0
31,29,Ванька-Встанька,Маша Кондратенко,29,310067,-4.9%,https://www.youtube.com/watch?v=lV9q901vS6o,UA,0,0
32,37,Силуети,SadSvit & СТРУКТУРА ЩАСТЯ,14,302941,4.6%,https://www.youtube.com/watch?v=NjDMzkRbSZI,UA,0,0
33,33,Чорне і біле,ZOZULYA,43,297617,-1.3%,https://www.youtube.com/watch?v=he1v2LSai5U,UA,0,0
34,34,КАК MOMMY,Instasamka,6,288959,-3.8%,https://www.youtube.com/watch?v=l3vQ0pczKnE,0,RU,0
35,38,Гарно так,Cheev,32,285500,1.3%,https://www.youtube.com/watch?v=1gxLVS3erwM,UA,0,0
36,31,Зай,Трінчер Анна Леонідівна,12,285074,-8%,https://www.youtube.com/watch?v=ZzvbP0dYSAI,UA,0,0
37,36,Україна переможе!,"Олександр Валерійович Пономарьов, Михайло Хома, Тарас Тополя, --, -- & Петро Чорний",42,282616,-4.3%,https://www.youtube.com/watch?v=fRuiEv3JRDQ,UA,0,0
38,35,Біля серця,KOLA,20,278696,-6%,https://www.youtube.com/watch?v=A3iPwFeleY8,UA,0,0
39,32,Ты так красива,Quest Pistols,8,275450,-10.1%,https://www.youtube.com/watch?v=mYcl6p3oiCc,UA,0,0
40,41,Добрий день Everybody (feat. VASIA CHARISMA),Мюслі UA,24,248648,-3.3%,https://www.youtube.com/watch?v=mfkiyoY8WRk,UA,0,0
41,39,Який ти козак,Трінчер Анна Леонідівна & POSITIFF,16,247021,-8.9%,https://www.youtube.com/watch?v=abqLDv5LlHE,UA,0,0
42,45,МОЯ КРАЇНА (feat. TOF),YARMAK,24,244029,2.2%,https://www.youtube.com/watch?v=wtuVa-mOknA,UA,0,0
43,42,Марiчка,PATSYKI Z FRANEKA,46,243060,-5.3%,https://www.youtube.com/watch?v=rHaw1MpOIzg,UA,0,0
44,44,Моя хулиганка,Xolidayboy,14,238928,-3.2%,https://www.youtube.com/watch?v=u-gaETffwYM,0,RU,0
45,43,В дорогу,Skofka,48,238862,-3.7%,https://www.youtube.com/watch?v=1j4qxGVxxhg,UA,0,0
46,49,Unholy (Live),Sam Smith & Ким Петрас,19,237826,10.6%,https://www.youtube.com/watch?v=Uq9gPaIzbe8,0,0,OTHER
47,40,Думав вона янгол,Колін,9,236911,-10.7%,https://www.youtube.com/watch?v=F9mMnWcYXQ0,UA,0,0
48,47,METAMORPHOSIS,INTERWORLD,17,219598,-3%,https://www.youtube.com/watch?v=lJvRohYSrZM,0,0,OTHER
49,46,Полярная звезда,MOSOVICH & Batrai,11,212904,-8.4%,https://www.youtube.com/watch?v=mZGb_R_dmeA,0,RU,0
50,54,Народна,ЛЮСЯ КАВА,8,211965,9.5%,https://www.youtube.com/watch?v=UYXcryt21m8,UA,0,0
51,52,Лист до мами,BARABANDA,15,203689,-1.4%,https://www.youtube.com/watch?v=FB66mdrur5g,UA,0,0
52,50,Mockingbird,Eminem,16,201659,-4.4%,https://www.youtube.com/watch?v=S9bCLPwzSC0,0,0,OTHER
53,51,In The Shadows Of Ukraine,KALUSH & Kalush Orchestra,15,196063,-5.8%,https://www.youtube.com/watch?v=R0ebIzABQm0,UA,0,0
54,57,Чисто папа,84 & Lookbuffalo,20,195847,12.4%,https://www.youtube.com/watch?v=VzBvZYIDAWQ,0,RU,0
55,,Маяк,The Hardkiss,2,194087,,https://www.youtube.com/watch?v=ACDMXS4J8bM,UA,0,0
56,63,Лелека (feat. YAKTAK),MamaRika,6,190655,13.5%,https://www.youtube.com/watch?v=zGJePzQHKLg,UA,0,0
57,59,Мрієшся,Cheev,18,182586,5.9%,https://www.youtube.com/watch?v=wugM4iz1r04,UA,0,0
58,,орки,Скруджі,1,177751,,https://www.youtube.com/watch?v=Z_KnKPXdvdY,0,RU,0
59,,Відьма,Vsivdoma,1,174469,,https://www.youtube.com/watch?v=PyVSfWyEdNs,UA,0,0
60,58,Нумо Козаки,KALUSH & KOZAK SIROMAHA,9,170197,-1.4%,https://www.youtube.com/watch?v=5CvzbWXn7_U,UA,0,0
61,55,Голова,Канги & Galust,18,168735,-7.5%,https://www.youtube.com/watch?v=3j6Vm_4-w-Y,0,RU,0
62,,Притяжение (Remix),ETOLUBOV,1,163556,,https://www.youtube.com/watch?v=cKzWHv4ivoI,UA,0,0
63,68,All Eyez on Me (Gangsta Remix),Dj Belite & 2Pac,3,161796,4.8%,https://www.youtube.com/watch?v=vYMTs-AP9_Q,0,0,OTHER
64,,СІРНИК,Skofka,22,159106,,https://www.youtube.com/watch?v=oL3_nZtyzAw,UA,0,0
65,60,Дзвін,SKYLERR & Sanaria,18,158976,-7%,https://www.youtube.com/watch?v=XrDgtxbkX34,UA,0,0
66,65,Позвони,DJ Smash & NIVESTA,20,157436,-4.2%,https://www.youtube.com/watch?v=ByVPVWCQVV8,0,RU,0
67,64,Superman (feat. Дина Рей),Eminem,20,153890,-7.2%,https://www.youtube.com/watch?v=8kYkciD9VjU,0,0,OTHER
68,76,I'm Good (Blue),David Guetta & Bebe Rexha,5,152839,4.5%,https://www.youtube.com/watch?v=90RLzVUuXe4,0,0,OTHER
69,69,Without Me,Eminem,19,150935,-2.2%,https://www.youtube.com/watch?v=YVkUvmDQ3HY,0,0,OTHER
70,75,Deutschland,Rammstein,14,150903,2.7%,https://www.youtube.com/watch?v=NeQM1c-XCDc,0,0,OTHER
71,66,Limbo,Freddie Dredd,11,150572,-4.6%,https://www.youtube.com/watch?v=glkSGJU-yLw,0,0,OTHER
72,71,Ночью на кухне,ANNA ASTI,15,147845,-2.7%,https://www.youtube.com/watch?v=zY5KWvwZ7bY,0,RU,0
73,74,Невгамовна (Gfest Remix),Kuzmer & MANARITA,3,141434,-4.1%,https://www.youtube.com/watch?v=QtXAkmx3SfI,UA,0,0
74,79,Unstoppable (Live),Sia,9,140060,-0.9%,https://www.youtube.com/watch?v=YaEG2aWJnZ8,0,0,OTHER
75,78,Miss You,Оливер Три & Робін Шульц,12,139950,-1.7%,https://www.youtube.com/watch?v=BX0lKSa_PTk,0,0,OTHER
76,81,Вредина (Mbts Remix),Bakr,12,139794,1.8%,https://www.youtube.com/watch?v=LsFeLxZLybQ,0,RU,0
77,,Троянди,100лиця,1,137574,,https://www.youtube.com/watch?v=N7fV2TaLTEQ,UA,0,0
78,73,POPSTAR,Instasamka,20,137045,-7.4%,https://www.youtube.com/watch?v=ABNDnLv5yUY,0,RU,0
79,,Спи собі сама,Кузьма Скрябин,23,136179,,https://www.youtube.com/watch?v=eiobemTEDU8,UA,0,0
80,90,Касета,SadSvit,4,135324,2.4%,https://www.youtube.com/watch?v=EGLoIaHwKfE,UA,0,0
81,91,MIDDLE OF THE NIGHT,Еллі Дуе,15,133341,1.1%,https://www.youtube.com/watch?v=oSHzUD-uqKY,0,0,OTHER
82,83,Лише ти і я,Voloshyn,19,133263,-1.4%,https://www.youtube.com/watch?v=e2vfVcLpC70,UA,0,0
83,95,Басы долбят,SOSKA 69,10,132847,5.5%,https://www.youtube.com/watch?v=KInfDb7XsEg,0,RU,0
84,77,Стиль,Wellboy,9,130908,-9.7%,https://www.youtube.com/watch?v=KI8HKxbdmTc,UA,0,0
85,85,Poker Face,Lady Gaga,7,130515,-2.9%,https://www.youtube.com/watch?v=bESGLojNYSo,0,0,OTHER
86,82,Sonne,Rammstein,12,129483,-5.6%,https://www.youtube.com/watch?v=StZcUAPRRac,0,0,OTHER
87,84,Стрелы,Markul & Тося Чайкіна,12,128911,-4.5%,https://www.youtube.com/watch?v=h2MfDmyBFt8,0,RU,0
88,80,SHAKIRA,Bizarrap & Shakira,3,128593,-8.1%,https://www.youtube.com/watch?v=CocEMWdc7Ck,0,0,OTHER
89,92,Свой дом,Макс Корж,19,127577,-0.3%,https://www.youtube.com/watch?v=XPVIWPap7X0,0,RU,0
90,88,ЛП,Milana Hametova & Milana Star,20,126200,-4.8%,https://www.youtube.com/watch?v=eN7mWKv-TQE,0,RU,0
91,,Порізала пальчик (Live),Made in Ukraine,1,126130,,https://www.youtube.com/watch?v=0VRXQT3X4p0,UA,0,0
92,,Чи разом?,KOLA,21,125419,,https://www.youtube.com/watch?v=zziNhc6ECZA,UA,0,0
93,,Like A G6,Єгор Ракітін,5,123432,,https://www.youtube.com/watch?v=wNFloQMK8ow,0,RU,0
94,,Заборонене,SKYLERR,1,123371,,https://www.youtube.com/watch?v=W1br1jQkcXE,UA,0,0
95,,Повернись живим,БЕЗ ОБМЕЖЕНЬ,1,123270,,https://www.youtube.com/watch?v=YCg9i4I6Qf8,UA,0,0
96,97,Палала,Наталія Валевська,4,122692,-0.8%,https://www.youtube.com/watch?v=S0RvrfqLuog,UA,0,0
97,,Ocean Drive,Дюк Дюмон,13,121968,,https://www.youtube.com/watch?v=KDxJlW6cxRk,0,0,OTHER
98,94,Nothing Breaks Like a Heart (feat. Miley Cyrus) (feat. Miley Cyrus),Mark Ronson,3,121964,-3.3%,https://www.youtube.com/watch?v=A9hcJgtnm6Q,0,0,OTHER
99,,Інь Ян,Monatik & ROXOLANA,4,121570,,https://www.youtube.com/watch?v=oBsCUHkveVw,UA,0,0
100,98,Василина,DZIDZIO & Іван Попович,13,121533,-0.8%,https://www.youtube.com/watch?v=iYePSq0UOfA,UA,0,0
